8471,11/17/1968 00:00:00,PN ,,MIGDALIA,,COE,,,,,F                                  ,S,,,,,Live,,,,,
8472,12/5/1950 00:00:00,PN ,,SINDY,,NIX,,,,,F                                  ,S,,,,,Live,,,,,
8473,3/13/1956 00:00:00,PN ,,WINDSOR,,DAY,,,,,M                                  ,M,,,,,Live,,,,,
8474,1/10/1979 00:00:00,HH ,,LINDSY,,LOE,,,,,F                                  ,S,,,,,Live,,,,,
8475,11/21/1962 00:00:00,PN ,,PIEDAD,,KAY,,,,,F                                  ,M,,,,,Live,,,,,
8476,9/5/1960 00:00:00,PN ,,CINDY,,MIZE,,,,,F                                  ,M,,,,,Live,,,,,
8477,7/9/1965 00:00:00,PN ,,CINDIE,,HAZLETON,,,,,F                                  ,S,,,,,Live,,,,,
8478,2/15/1962 00:00:00,PN ,,CINDI,,NAZIER,,,,,F                                  ,S,,,,,Live,,,,,
8479,11/21/1962 00:00:00,HH ,,CINDERELLA,,BOZELLE,,,,,F                                  ,M,,,,,Live,,,,,
8480,4/24/1958 00:00:00,PN ,,LINDY,,ROZELL,,,,,F                                  ,M,,,,,Live,,,,,
8481,4/24/1958 00:00:00,HH ,,CINDA,,SAYE,,,,,F                                  ,M,,,,,Live,,,,,
8482,7/16/1960 00:00:00,PN ,,WINDY,,KAY,,,,,F                                  ,D,,,,,Live,,,,,
8483,2/4/1933 00:00:00,PN ,,EILEEN,,MAYO,,,,,F                                  ,S,,,,,Live,,,,,
8484,1/4/1969 00:00:00,PN ,,LISE,,MAYS,,,,,F                                  ,D,,,,,Live,,,,,
8485,5/5/1962 00:00:00,PN ,,EILENE,,COY,,,,,F                                  ,M,,,,,Live,,,,,
8486,9/15/1950 00:00:00,PN ,,SIRENA,,BOYD,,,,,F                                  ,D,,,,,Live,,,,,
8487,7/16/1960 00:00:00,HH ,,CICELY,,DAY,,,,,F                                  ,D,,,,,Live,,,,,
8488,10/16/1960 00:00:00,PN ,,NIGE,,HOYT,,,,,M                                  ,S,,,,,Live,,,,,
8489,10/16/1960 00:00:00,HH ,,LISETTE,,SKYM,,,,,F                                  ,S,,,,,Live,,,,,
8490,4/24/1962 00:00:00,PN ,,LIBERTY,,MAY,,,,,F                                  ,M,,,,,Live,,,,,
8491,1/21/1973 00:00:00,PN ,,PIPER,,RAY,,,,,F                                  ,S,,,,,Live,,,,,
8492,3/19/1964 00:00:00,PN ,,VICENTE,,BOYEA,,,,,M                                  ,M,,,,,Live,,,,,
8493,10/7/1965 00:00:00,PN ,,VICENTA,,GUYMAN,,,,,F                                  ,S,,,,,Live,,,,,
8494,6/5/1953 00:00:00,PN ,,AILEEN,,SNYDER,,,,,F                                  ,S,,,,,Live,,,,,
8495,4/24/1962 00:00:00,HH ,,MIKE,,HAYNES,,,,,M                                  ,M,,,,,Live,,,,,
8496,11/28/1972 00:00:00,PN ,,RILEY,,PAYNE,,,,,M                                  ,D,,,,,Live,,,,,
8497,9/21/1952 00:00:00,PN ,,AIMEE,,GRYMES,,,,,F                                  ,M,,,,,Live,,,,,
8498,11/28/1972 00:00:00,HH ,,MIKEL,,HAYDEN,,,,,M                                  ,D,,,,,Live,,,,,
8499,9/23/1974 00:00:00,PN ,,MIKEY,,HAYZLETT,,,,,M                                  ,S,,,,,Live,,,,,
8500,4/5/1945 00:00:00,PN ,,LIZETTE,,BRYANT,,,,,F                                  ,S,,,,,Live,,,,,
8501,2/1/1948 00:00:00,PN ,,LIZETH,,BOYANTON,,,,,F                                  ,M,,,,,Live,,,,,
8502,9/23/1974 00:00:00,HH ,,NIGEL,,SEYMOUR,,,,,M                                  ,S,,,,,Live,,,,,
8503,9/4/1962 00:00:00,PN ,,FIDEL,,DEYTON,,,,,M                                  ,S,,,,,Live,,,,,
8504,11/13/1969 00:00:00,PN ,,GIDEON,,TAYLOR,,,,,M                                  ,M,,,,,Live,,,,,
8505,9/4/1962 00:00:00,HH ,,FIDELIA,,HEYWOOD,,,,,F                                  ,S,,,,,Live,,,,,
8506,4/22/1948 00:00:00,PN ,,FIDELA,,BAYLOR,,,,,F                                  ,M,,,,,Live,,,,,
8507,4/22/1948 00:00:00,HH ,,MIKE,,LAYTON,,,,,F                                  ,M,,,,,Live,,,,,
8508,9/5/1959 00:00:00,PN ,,SIMEON,,REYNOLDS,,,,,M                                  ,S,,,,,Live,,,,,
8509,8/20/1970 00:00:00,PN ,,GILES,,BOYER,,,,,M                                  ,S,,,,,Live,,,,,
8510,6/1/1943 00:00:00,PN ,,MILES,,HAYES,,,,,M                                  ,M,,,,,Live,,,,,
8511,8/1/1968 00:00:00,PN ,,MIREYA,,ROYSTON,,,,,F                                  ,D,,,,,Live,,,,,
8512,7/9/1968 00:00:00,PN ,,GINETTE,,LUYCX,,,,,F                                  ,S,,,,,Live,,,,,
8513,9/5/1959 00:00:00,HH ,,KILEY,,COX,,,,,F                                  ,S,,,,,Live,,,,,
8514,12/2/1946 00:00:00,PN ,,WILEY,,NIX,,,,,M                                  ,S,,,,,Live,,,,,
8515,12/2/1946 00:00:00,HH ,,GISELA,,FOX,,,,,F                                  ,S,,,,,Live,,,,,
8516,10/10/1935 00:00:00,PN ,,MIRELLA,,BAXTER,,,,,F                                  ,D,,,,,Live,,,,,
8517,10/10/1935 00:00:00,HH ,,GISELE,,MAXWELL,,,,,F                                  ,D,,,,,Live,,,,,
8518,5/2/1971 00:00:00,PN ,,GISELLE,,DIXON,,,,,F                                  ,D,,,,,Live,,,,,
8519,6/12/1945 00:00:00,PN ,,LINETTE,,HIXENBAUGH,,,,,F                                  ,D,,,,,Live,,,,,
8520,5/2/1971 00:00:00,HH ,,MIREILLE,,BUXTON,,,,,F                                  ,D,,,,,Live,,,,,
8521,2/24/1968 00:00:00,PN ,,MINERVA,,LOWE,,,,,F                                  ,S,,,,,Live,,,,,
8522,1/10/1976 00:00:00,PN ,,TIFFANI,,HOWE,,,,,F                                  ,S,,,,,Live,,,,,
8523,2/18/1976 00:00:00,PN ,,TIFFANIE,,LAWS,,,,,F                                  ,S,,,,,Live,,,,,
8524,2/24/1968 00:00:00,HH ,,TIFFANY,,GOW,,,,,F                                  ,S,,,,,Live,,,,,
8525,1/21/1975 00:00:00,PN ,,TIFFINY,,BOWMAN,,,,,F                                  ,S,,,,,Live,,,,,
8526,5/25/1930 00:00:00,PN ,,WINFORD,,HAWLEY,,,,,M                                  ,S,,,,,Live,,,,,
8527,9/7/1961 00:00:00,PN ,,WINFRED,,BOWLES,,,,,M                                  ,S,,,,,Live,,,,,
8528,2/18/1959 00:00:00,PN ,,TIFFANEY,,POWLES,,,,,F                                  ,M,,,,,Live,,,,,
8529,1/21/1975 00:00:00,HH ,,NINFA,,DEWBERRY,,,,,F                                  ,S,,,,,Live,,,,,
8530,7/28/1977 00:00:00,PN ,,WILFRED,,ROWLEY,,,,,M                                  ,S,,,,,Live,,,,,
8531,3/26/1962 00:00:00,PN ,,MILFORD,,BOWDEN,,,,,M                                  ,M,,,,,Live,,,,,
8532,7/4/1941 00:00:00,PN ,,WILFRID,,LOWREY,,,,,M                                  ,S,,,,,Live,,,,,
8533,2/16/1958 00:00:00,PN ,,WILFREDO,,LAWRENCE,,,,,M                                  ,M,,,,,Live,,,,,
8534,4/17/1970 00:00:00,PN ,,WILF,,COWLEY,,,,,M                                  ,M,,,,,Live,,,,,
8535,7/28/1977 00:00:00,HH ,,WILFORD,,HAWKER,,,,,M                                  ,S,,,,,Live,,,,,
8536,2/17/1935 00:00:00,PN ,,LINFORD,,FOWLER,,,,,M                                  ,S,,,,,Live,,,,,
8537,2/17/1935 00:00:00,HH ,,VIRGIE,,DOWLESS,,,,,F                                  ,S,,,,,Live,,,,,
8538,6/26/1952 00:00:00,PN ,,VIRGINIA,,HAWTHORNE,,,,,F                                  ,D,,,,,Live,,,,,
8539,6/26/1952 00:00:00,HH ,,YING,,DOWLING,,,,,F                                  ,D,,,,,Live,,,,,
8540,10/4/1925 00:00:00,PN ,,SIGGY,,BOWLIN,,,,,M                                  ,S,,,,,Live,,,,,
8541,5/14/1968 00:00:00,PN ,,VIRGILIO,,DEWHITT,,,,,M                                  ,M,,,,,Live,,,,,
8542,12/21/1962 00:00:00,PN ,,PING,,NEWVILLE,,,,,F                                  ,S,,,,,Live,,,,,
8543,12/27/1947 00:00:00,PN ,,KINGSLEY,,HAWKINS,,,,,M                                  ,S,,,,,Live,,,,,
8544,10/4/1925 00:00:00,HH ,,VIRGINA,,POWELL,,,,,F                                  ,S,,,,,Live,,,,,
8545,11/23/1946 00:00:00,PN ,,GINGER,,SOWELL,,,,,F                                  ,M,,,,,Live,,,,,
8546,8/30/1966 00:00:00,PN ,,KING,,JEWEL,,,,,M                                  ,S,,,,,Live,,,,,
8547,10/24/1944 00:00:00,PN ,,VIRGEN,,OSWALD,,,,,F                                  ,D,,,,,Live,,,,,
8548,10/25/1933 00:00:00,PN ,,MING,,HOWINGTON,,,,,F                                  ,S,,,,,Live,,,,,
8549,10/26/1964 00:00:00,PN ,,DIEGO,,NEWINGHAM,,,,,M                                  ,M,,,,,Live,,,,,
8550,11/23/1946 00:00:00,HH ,,LING,,BOWEN,,,,,F                                  ,M,,,,,Live,,,,,
8551,1/19/1933 00:00:00,PN ,,VIRGIL,,EDWIN,,,,,M                                  ,D,,,,,Live,,,,,
8552,9/22/1943 00:00:00,PN ,,VIRGIL,,COWAN,,,,,F                                  ,M,,,,,Live,,,,,
8553,10/20/1953 00:00:00,PN ,,GINGER,,GOWEN,,,,,M                                  ,S,,,,,Live,,,,,
8554,6/4/1972 00:00:00,PN ,,GIDGET,,LAWSON,,,,,F                                  ,D,,,,,Live,,,,,
8555,1/19/1933 00:00:00,HH ,,DIGGORY,,NEWHOUSE,,,,,M                                  ,D,,,,,Live,,,,,
8556,4/15/1947 00:00:00,PN ,,BIRGIT,,LAWHON,,,,,F                                  ,M,,,,,Live,,,,,
8557,4/15/1947 00:00:00,HH ,,MICHELLE,,NEWTON,,,,,F                                  ,M,,,,,Live,,,,,
8558,7/13/1964 00:00:00,PN ,,LINH,,LAWTON,,,,,F                                  ,D,,,,,Live,,,,,
8559,3/1/1960 00:00:00,PN ,,NICHOLLE,,ATWOOD,,,,,F                                  ,D,,,,,Live,,,,,
8560,5/20/1951 00:00:00,PN ,,MINH,,SOWDON,,,,,F                                  ,S,,,,,Live,,,,,
8561,7/13/1964 00:00:00,HH ,,MINH,,DAWSON,,,,,M                                  ,D,,,,,Live,,,,,
8562,2/15/1933 00:00:00,PN ,,MICHALE,,NEWSOM,,,,,M                                  ,S,,,,,Live,,,,,
8563,2/15/1933 00:00:00,HH ,,NICHOLE,,BOWERS,,,,,F                                  ,S,,,,,Live,,,,,
8564,11/29/1927 00:00:00,PN ,,NICHOLAS,,EDWARDS,,,,,M                                  ,S,,,,,Live,,,,,
8565,11/29/1927 00:00:00,HH ,,MISHA,,BOWER,,,,,F                                  ,S,,,,,Live,,,,,
8566,3/21/1965 00:00:00,PN ,,KISHA,,HOWARD,,,,,F                                  ,S,,,,,Live,,,,,
8567,8/29/1957 00:00:00,PN ,,RICHARD,,SEWARD,,,,,F                                  ,S,,,,,Live,,,,,
8568,3/21/1965 00:00:00,HH ,,RICHARD,,POWERS,,,,,M                                  ,S,,,,,Live,,,,,
8569,8/8/1948 00:00:00,PN ,,MICHEAL,,TOWNSEND,,,,,M                                  ,M,,,,,Live,,,,,
8570,8/9/1937 00:00:00,PN ,,MICHEL,,LEWIS,,,,,M                                  ,D,,,,,Live,,,,,
8571,1/23/1968 00:00:00,PN ,,MICHEL,,PEWITT,,,,,F                                  ,M,,,,,Live,,,,,
8572,8/8/1948 00:00:00,HH ,,MICHELE,,HEWITT,,,,,F                                  ,M,,,,,Live,,,,,
8573,9/4/1964 00:00:00,PN ,,MICHELINA,,JEWETT,,,,,F                                  ,S,,,,,Live,,,,,
8574,7/29/1945 00:00:00,PN ,,MICHELINE,,ATWATER,,,,,F                                  ,M,,,,,Live,,,,,
8575,9/4/1964 00:00:00,HH ,,MICHELL,,HEWETT,,,,,F                                  ,S,,,,,Live,,,,,
8576,7/9/1953 00:00:00,PN ,,NISHA,,LEVI,,,,,F                                  ,S,,,,,Live,,,,,
8577,7/9/1953 00:00:00,HH ,,MICHEAL,,LOVE,,,,,F                                  ,S,,,,,Live,,,,,
8578,12/19/1955 00:00:00,PN ,,MICHA,,DAVIDS,,,,,F                                  ,D,,,,,Live,,,,,
8579,12/30/1955 00:00:00,PN ,,RICH,,DAVID,,,,,M                                  ,S,,,,,Live,,,,,
8580,8/25/1948 00:00:00,PN ,,MICHAEL,,MCVEIGH,,,,,F                                  ,S,,,,,Live,,,,,
8581,6/24/1972 00:00:00,PN ,,MICHAEL,,LOVEJOY,,,,,M                                  ,S,,,,,Live,,,,,
8582,12/19/1955 00:00:00,HH ,,TISHA,,NEVILLE,,,,,F                                  ,D,,,,,Live,,,,,
8583,8/15/1974 00:00:00,PN ,,MICHAELA,,ARVELO,,,,,F                                  ,S,,,,,Live,,,,,
8584,9/14/1965 00:00:00,PN ,,MICHAL,,SAVELY,,,,,M                                  ,M,,,,,Live,,,,,
8585,4/10/1931 00:00:00,PN ,,MICHIKO,,HAVEL,,,,,F                                  ,M,,,,,Live,,,,,
8586,10/6/1967 00:00:00,PN ,,MICHAELE,,BEVILL,,,,,F                                  ,S,,,,,Live,,,,,
8587,11/3/1940 00:00:00,PN ,,RICHIE,,SOVINE,,,,,M                                  ,D,,,,,Live,,,,,
8588,8/15/1974 00:00:00,HH ,,NICHOL,,COVINGTON,,,,,F                                  ,S,,,,,Live,,,,,
8589,2/23/1959 00:00:00,PN ,,MICHAL,,LIVEOAK,,,,,F                                  ,D,,,,,Live,,,,,
8590,5/22/1946 00:00:00,PN ,,LISHA,,SEVERNS,,,,,F                                  ,S,,,,,Live,,,,,
8591,10/6/1961 00:00:00,PN ,,NICHELLE,,SEVERIN,,,,,F                                  ,M,,,,,Live,,,,,
8592,2/23/1959 00:00:00,HH ,,TISH,,DEVORE,,,,,F                                  ,D,,,,,Live,,,,,
8593,11/24/1957 00:00:00,PN ,,AISHA,,ALVIS,,,,,F                                  ,S,,,,,Live,,,,,
8594,11/24/1957 00:00:00,HH ,,RICHELLE,,DAVIS,,,,,F                                  ,S,,,,,Live,,,,,
8595,3/31/1941 00:00:00,PN ,,WILHEMINA,,DAVISON,,,,,F                                  ,S,,,,,Live,,,,,
8596,3/31/1941 00:00:00,HH ,,WINIFRED,,HOVEY,,,,,F                                  ,S,,,,,Live,,,,,
8597,5/30/1959 00:00:00,PN ,,VIKI,,BOVEY,,,,,F                                  ,M,,,,,Live,,,,,
8598,5/30/1959 00:00:00,HH ,,KIMI,,BAUMANN,,,,,F                                  ,M,,,,,Live,,,,,
8599,10/21/1977 00:00:00,PN ,,KIMIKO,,SHUMARD,,,,,F                                  ,S,,,,,Live,,,,,
8600,10/21/1977 00:00:00,HH ,,MIRIAM,,BRUMBAUGH,,,,,F                                  ,S,,,,,Live,,,,,
8601,6/11/1956 00:00:00,PN ,,MIRIAN,,CHUMBLER,,,,,F                                  ,M,,,,,Live,,,,,
8602,4/17/1962 00:00:00,PN ,,NIDIA,,GRUBBS,,,,,F                                  ,S,,,,,Live,,,,,
8603,6/6/1964 00:00:00,PN ,,DIVINA,,CHUBB,,,,,F                                  ,S,,,,,Live,,,,,
8604,6/11/1956 00:00:00,HH ,,LIDIA,,BAUMBACH,,,,,F                                  ,M,,,,,Live,,,,,
8605,4/10/1959 00:00:00,PN ,,BIBI,,CHUMCHAL,,,,,F                                  ,S,,,,,Live,,,,,
8606,10/21/1935 00:00:00,PN ,,GIGI,,BRUNDEGE,,,,,F                                  ,D,,,,,Live,,,,,
8607,11/26/1932 00:00:00,PN ,,VINITA,,ROUNDS,,,,,F                                  ,M,,,,,Live,,,,,
8608,3/24/1957 00:00:00,PN ,,TINISHA,,MAULDIN,,,,,F                                  ,D,,,,,Live,,,,,
8609,11/26/1947 00:00:00,PN ,,LIGIA,,NEUDECK,,,,,F                                  ,D,,,,,Live,,,,,
8610,4/10/1959 00:00:00,HH ,,NIKI,,HOUSEHOLDER,,,,,F                                  ,S,,,,,Live,,,,,
8611,10/5/1951 00:00:00,PN ,,LILIAN,,CAUSEY,,,,,F                                  ,S,,,,,Live,,,,,
8612,11/19/1970 00:00:00,PN ,,NIKIA,,BRUCE,,,,,F                                  ,S,,,,,Live,,,,,
8613,9/11/1932 00:00:00,PN ,,LILI,,FAUCETT,,,,,F                                  ,D,,,,,Live,,,,,
8614,10/5/1951 00:00:00,HH ,,NIKITA,,HOUSER,,,,,F                                  ,S,,,,,Live,,,,,
8615,1/23/1957 00:00:00,PN ,,LILIA,,HOULE,,,,,F                                  ,S,,,,,Live,,,,,
8616,1/31/1960 00:00:00,PN ,,LILIANA,,FAUSETT,,,,,F                                  ,S,,,,,Live,,,,,
8617,8/28/1958 00:00:00,PN ,,FILIBERTO,,PAULEY,,,,,M                                  ,S,,,,,Live,,,,,
8618,5/27/1949 00:00:00,PN ,,MIKI,,CLUFF,,,,,F                                  ,D,,,,,Live,,,,,
8619,2/8/1945 00:00:00,PN ,,VIVIAN,,YOUNG,,,,,F                                  ,M,,,,,Live,,,,,
8620,1/23/1957 00:00:00,HH ,,VIVIAN,,STURGEON,,,,,M                                  ,S,,,,,Live,,,,,
8621,11/13/1949 00:00:00,PN ,,VIVIANA,,HAUGHT,,,,,F                                  ,M,,,,,Live,,,,,
8622,5/29/1961 00:00:00,PN ,,VIVIEN,,DOUGHTY,,,,,F                                  ,S,,,,,Live,,,,,
8623,10/13/1973 00:00:00,PN ,,MILISSA,,VAUGHAN,,,,,F                                  ,S,,,,,Live,,,,,
8624,2/14/1950 00:00:00,PN ,,MIMI,,SOUTHERN,,,,,F                                  ,D,,,,,Live,,,,,
8625,11/13/1949 00:00:00,HH ,,DIXIE,,DOUDHTY,,,,,F                                  ,M,,,,,Live,,,,,
8626,9/28/1967 00:00:00,PN ,,LIVIA,,VAUGHN,,,,,F                                  ,S,,,,,Live,,,,,
8627,10/13/1934 00:00:00,PN ,,TIMIKA,,KAUFHOLZ,,,,,F                                  ,M,,,,,Live,,,,,
8628,8/25/1960 00:00:00,PN ,,VIVIENNE,,CAUGHRON,,,,,F                                  ,D,,,,,Live,,,,,
8629,5/17/1926 00:00:00,PN ,,JIMI,,SOUTH,,,,,M                                  ,S,,,,,Live,,,,,
8630,9/28/1967 00:00:00,HH ,,RICKI,,BAUGHN,,,,,F                                  ,S,,,,,Live,,,,,
8631,10/29/1963 00:00:00,PN ,,RICKIE,,BAUCH,,,,,F                                  ,S,,,,,Live,,,,,
8632,10/29/1963 00:00:00,HH ,,RICKIE,,HOUCHINS,,,,,M                                  ,S,,,,,Live,,,,,
8633,11/3/1969 00:00:00,PN ,,RICKY,,SOUTHARD,,,,,M                                  ,S,,,,,Live,,,,,
8634,11/3/1969 00:00:00,HH ,,RICKEY,,COUSINS,,,,,M                                  ,S,,,,,Live,,,,,
8635,4/13/1959 00:00:00,PN ,,RICK,,HAUCK,,,,,M                                  ,M,,,,,Live,,,,,
8636,2/2/1948 00:00:00,PN ,,RIKKI,,DOUBLIN,,,,,F                                  ,S,,,,,Live,,,,,
8637,9/7/1942 00:00:00,PN ,,RIVKA,,BRUMLEY,,,,,F                                  ,S,,,,,Live,,,,,
8638,5/10/1966 00:00:00,PN ,,NICKOLAS,,FRUMMEL,,,,,M                                  ,S,,,,,Live,,,,,
8639,4/13/1959 00:00:00,HH ,,MICKEY,,KAUFMANN,,,,,F                                  ,M,,,,,Live,,,,,
8640,12/15/1959 00:00:00,PN ,,MICK,,BRUMMETT,,,,,M                                  ,S,,,,,Live,,,,,
8641,1/25/1977 00:00:00,PN ,,KIRK,,HAUSMANN,,,,,M                                  ,S,,,,,Live,,,,,
8642,3/6/1967 00:00:00,PN ,,VIKKI,,BRUHN,,,,,F                                  ,S,,,,,Live,,,,,
8643,12/5/1936 00:00:00,PN ,,VICKY,,HAUSO,,,,,F                                  ,M,,,,,Live,,,,,
8644,12/15/1959 00:00:00,HH ,,VICKY,,CRUCOVSKOY,,,,,M                                  ,S,,,,,Live,,,,,
8645,1/4/1979 00:00:00,PN ,,VICKIE,,CHUPP,,,,,F                                  ,S,,,,,Live,,,,,
8646,1/4/1979 00:00:00,HH ,,KIRKE,,BOURQUE,,,,,M                                  ,S,,,,,Live,,,,,
8647,8/4/1968 00:00:00,PN ,,NICKOLE,,BAUER,,,,,F                                  ,D,,,,,Live,,,,,
8648,6/10/1945 00:00:00,PN ,,VICKEY,,BRUNSON,,,,,F                                  ,S,,,,,Live,,,,,
8649,10/20/1960 00:00:00,PN ,,NICKY,,TRUSSELL,,,,,M                                  ,D,,,,,Live,,,,,
8650,6/4/1942 00:00:00,PN ,,MICKI,,ROULSTON,,,,,F                                  ,S,,,,,Live,,,,,
8651,6/27/1966 00:00:00,PN ,,MICKIE,,SHUTT,,,,,F                                  ,D,,,,,Live,,,,,
8652,8/4/1968 00:00:00,HH ,,MICKEY,,STULTZ,,,,,M                                  ,D,,,,,Live,,,,,
8653,8/11/1976 00:00:00,PN ,,MICKY,,BOULTON,,,,,M                                  ,S,,,,,Live,,,,,
8654,1/23/1969 00:00:00,PN ,,MIKKI,,MOUNT,,,,,F                                  ,S,,,,,Live,,,,,
8655,5/1/1973 00:00:00,PN ,,MICKIE,,MOUNTS,,,,,M                                  ,S,,,,,Live,,,,,
8656,8/11/1976 00:00:00,HH ,,NICKIE,,HOUSTON,,,,,F                                  ,S,,,,,Live,,,,,
8657,2/17/1953 00:00:00,PN ,,DICKY,,YOUNT,,,,,M                                  ,D,,,,,Live,,,,,
8658,6/25/1963 00:00:00,PN ,,DICKIE,,JOUETT,,,,,M                                  ,S,,,,,Live,,,,,
8659,6/18/1968 00:00:00,PN ,,DICK,,HAUPTLI,,,,,M                                  ,S,,,,,Live,,,,,
8660,3/10/1960 00:00:00,PN ,,NICKY,,MAULTSBY,,,,,F                                  ,D,,,,,Live,,,,,
8661,6/14/1952 00:00:00,PN ,,VICK,,ROTZ,,,,,M                                  ,M,,,,,Live,,,,,
8662,2/17/1953 00:00:00,HH ,,NICKI,,LOTT,,,,,F                                  ,D,,,,,Live,,,,,
8663,9/13/1951 00:00:00,PN ,,NICK,,KOTT,,,,,M                                  ,S,,,,,Live,,,,,
8664,9/7/1958 00:00:00,PN ,,PINKIE,,WITT,,,,,F                                  ,D,,,,,Live,,,,,
8665,11/17/1939 00:00:00,PN ,,NIKKI,,PITT,,,,,F                                  ,S,,,,,Live,,,,,
8666,11/27/1970 00:00:00,PN ,,DIRK,,OTTO,,,,,M                                  ,D,,,,,Live,,,,,
8667,9/13/1951 00:00:00,HH ,,WILKIE,,LETT,,,,,M                                  ,S,,,,,Live,,,,,
8668,7/10/1964 00:00:00,PN ,,WILLETTA,,JETT,,,,,F                                  ,S,,,,,Live,,,,,
8669,1/17/1959 00:00:00,PN ,,WILLETTE,,RATKA,,,,,F                                  ,S,,,,,Live,,,,,
8670,3/1/1960 00:00:00,PN ,,WILLIE,,PUTMAN,,,,,M                                  ,S,,,,,Live,,,,,
8671,9/14/1972 00:00:00,PN ,,WILLIS,,HATHAWAY,,,,,M                                  ,M,,,,,Live,,,,,
8672,4/23/1949 00:00:00,PN ,,WILL,,PITMAN,,,,,M                                  ,S,,,,,Live,,,,,
8673,7/10/1964 00:00:00,HH ,,WILLA,,KUTSCHBCACH,,,,,F                                  ,S,,,,,Live,,,,,
8674,2/16/1949 00:00:00,PN ,,WILLARD,,WITHERSPOON,,,,,M                                  ,M,,,,,Live,,,,,
8675,1/30/1945 00:00:00,PN ,,JILL,,MATHEWS,,,,,F                                  ,M,,,,,Live,,,,,
8676,9/29/1961 00:00:00,PN ,,WILLENA,,ROTTER,,,,,F                                  ,S,,,,,Live,,,,,
